citizen_race,use_of_force_by_citizen,agency,uof_uid,tracking_id,incident_year,incident_month,incident_day,citizen_uid,department_desc
white,pursuit only,louisiana-state-pd,8ee4b283c988a394062570dbc1b5ae74,e7922792bb6ea1f0be9896ceabd7c439,2024,5,26,104f7dd5c0e3c79e431c3df8361329f8,troop l
white,pursuit only,louisiana-state-pd,61d17974830b2dddbfc4686a09e4eaba,659bd3e40d9492ded3f559a04ef2bbe9,2024,5,27,ed1a074f408e540805723d223aeb5c5b,troop c
,pursuit only,louisiana-state-pd,0d96e039d5405bfd8cf939779cee2c98,ed07de854016c044476073732bfd7856,2024,5,27,362a258189535fb35b46f77372aa4d3e,troop nola
black,pursuit only,louisiana-state-pd,86f59abd392b8c7787a3497425bed02a,725a95f0fe3986ba154c38f3f55c1500,2024,5,27,0dfa04a19dbd83aea9604b2925c76cb2,troop g
black,pursuit only,louisiana-state-pd,b99d8596c75efe385f4c25fb9b72add9,725a95f0fe3986ba154c38f3f55c1500,2024,5,27,abfa2ab543fd1e9ab9189b4b774c43e5,troop g
black,"other use of hands, fists, feet, etc.",louisiana-state-pd,b4ea38a6331c36e5673ee93ee49276ae,2be6b092528c0da7330e4d1b524639ff,2024,5,28,f70c1882e18cd3dac203b60b41129093,troop nola
black,"other use of hands, fists, feet, etc.",louisiana-state-pd,2724ba49f23f0ec576474b4e4d27c77d,2be6b092528c0da7330e4d1b524639ff,2024,5,28,9d558497ff9227680d917b97278bb8e6,troop nola
black,,louisiana-state-pd,b32b76784e6ffcf53d3328fbb62da5bf,58b0eab54ad5ada765b09f4abcf4fafa,2024,5,28,1ef2a4d1183554e53a5fd9aa5b2ced31,troop g
white,control hold/takedown,louisiana-state-pd,16af34a4be290eb1b5a7656c41fcfb0e,1e6ce9a45e1ab50541762559a7a190c3,2024,5,29,4234fff353025109a507d65934119885,troop g
black,pursuit only,louisiana-state-pd,0192a194b3dade1291ddc0d700a93154,25a98f930d3f3a68cd0fb54dd284f378,2024,5,29,9d24919fa5f384983c6bda7fb2a173b3,troop c
black,pursuit only,louisiana-state-pd,59c3e6add41c41087856daac4f4aad08,513d7412a80ed5be2fb27bbf58aa3a85,2024,5,31,f761854a7e49ae36cc7d7f667e9b4358,troop d
black,pursuit only,louisiana-state-pd,4f99a92b5e0daf4b8a7866c1da2ab4be,ed1334ff7e8d0aaea94c764405bd1fd3,2024,5,31,78b2c094cf47756a08fba818978a33c4,troop e
black,,louisiana-state-pd,08c146c0e9af74c00d0221e9c290fc86,0793b38195a6df680fcd01b74c591da5,2024,6,1,1c895cce01866e23556a27c71abb3195,troop f
black,,louisiana-state-pd,9851a3cd655073d23315cda1a54f5cf5,0793b38195a6df680fcd01b74c591da5,2024,6,1,09496a6edc9569d45cb744ba2ab49f2a,troop f
black,pursuit only,louisiana-state-pd,878e8ff1cb1dc617c07eb6c753c79b66,b851dd129dced134c380432b3117337e,2024,6,3,198d3aa3047a5f9afd0fa6f4c46222fc,troop b
black,pursuit only,louisiana-state-pd,7cfceaf9ea2a1de415ef98fd03b7015b,dc990a2524243be3f93adf6875c1d28a,2024,6,3,eb2b6c4080973f72649c10d3a1af7843,troop b
black,pursuit only,louisiana-state-pd,d833c95b2081f4d44bb7d7cb29c11d9e,105e5168dd37667a4eba4b36d58d04ee,2024,6,3,dfa65275e875d75d6d813878d04324e0,troop nola
black,pursuit only,louisiana-state-pd,d0eed644d1b03aa742f08438f2aa1edb,431c2e1f4ce683671f932257fd3d6551,2024,6,3,4e3d38a220c439a1a0e5891277145506,troop nola
white,pursuit only,louisiana-state-pd,bec76bd99acf8894db6733e06da1452e,7c97bcd47c3340005d4fe9084bfc9827,2024,6,5,05d06fa774911d5383d3d319fed1f819,troop b
black,pursuit only,louisiana-state-pd,5c2eef032e90086c8bde522439f819e5,88c55f61f054078d913cbc17b531ee20,2024,6,5,3fbb2a30ac48a73f5af4bc03f915455c,troop l
,pursuit only,louisiana-state-pd,119f8d44f33de7bd04b01150574202dd,ff5ece4705bb453e1472b3f8e884e3dd,2024,6,5,cdcd4f199dc93959f54cd49b337e1c2c,troop f
black,pursuit only,louisiana-state-pd,d1ddff9c5d236aa697857c9a71994548,bed9a1853cafd246d61465bd6618059e,2024,6,6,92af79ae37d18fe401dd5d54e8b486bd,troop a
white,pursuit only,louisiana-state-pd,b00bff847637b8de8555732a64305d5f,f4ce13370fbcf1de2a1667e928f1eb8a,2024,6,7,3a6c5670f36e05b4246fa4d1a1c33c72,troop c
white,pursuit only,louisiana-state-pd,fdbc9779cf99539afac6a90d9152cb51,f4ce13370fbcf1de2a1667e928f1eb8a,2024,6,7,83577fa54baa092d6cc566f949c9a112,troop c
white,pursuit only,louisiana-state-pd,17be6c0a35718e710bd56677cd9fa9a9,5312966328be71d8d0fcf288439e6159,2024,6,7,38b25c36169cd79e8be19a464bd1138e,troop i
black,pursuit only,louisiana-state-pd,84ce48528641fdd28e643e93c3f92a97,b1c892c553099bfa0467e39092cc190a,2024,6,8,ac927ed935b95e79c1ec9ba8e998c2ec,troop d
hispanic,pursuit only,louisiana-state-pd,9907730f5c8292cdbe17269d007d531e,0674bc8805d901785854fba33114d2bc,2024,6,8,a4671f64b892f3d76b3f28bce4bf0fa3,troop a
black,pursuit only,louisiana-state-pd,1c7245102959a3c992447cae6b2be2c3,8af20a73acd847ecdee4c2ce49dee4d8,2024,6,9,1464b79c41cdc13937433cccb7f8d755,troop d
black,pursuit only,louisiana-state-pd,ee160a489adda1c308c49439870b8a47,88fc4ed94d39dbd0cd591bdc3d3e898c,2024,6,10,9989345847bf80750510f9faf91aff86,troop nola
black,,louisiana-state-pd,622e5b5300b179c9599bce07692d6830,b269db7123ff8217bd37ccac34eb3edd,2024,6,11,c7d3255004455dc36a8fdbb25bfc2071,troop a
black,,louisiana-state-pd,207bb4160ff479c7217c9cce9f435fc2,b269db7123ff8217bd37ccac34eb3edd,2024,6,11,e9799ff89f4f272e6ba608ce37337d2e,troop a
black,,louisiana-state-pd,dcb1e0ebd7489abfefa1c589b8f8a9fe,b269db7123ff8217bd37ccac34eb3edd,2024,6,11,89e697e71881a3301685755cc4f2183c,troop a
white,,louisiana-state-pd,7e7474b36ec7957ad5b98d19707299d6,1688d711a2ae35ab351a560e0846404d,2024,6,11,4451bf1c1a9a9b0a95fe805ab4f9ae52,troop l
black,pursuit only,louisiana-state-pd,f5282d0f152514b997ca39472a331332,59d368cbf76370a02026d0e5a66625b5,2024,6,11,f79f8ce3c17055b830efe3a45fb2b3e2,troop nola
black,pursuit only,louisiana-state-pd,d383c8c8a9451bac25b95a68536c1c39,6ef9b698517288e3dbedf7f764157426,2024,6,11,acc8ae10b9a96fb35e743e5fa9133b3e,troop b
white,pursuit only,louisiana-state-pd,0cf8593c3d1bd9d28f9cd3524bdc8a98,7585e9d98d46761903b1d86bc2aa09ca,2024,6,13,a8fdf47186de4b7d781ee20ccceeb6d1,troop a
black,vehicle contact,louisiana-state-pd,d61553691ff72a523bb1f32a21799bfe,07fe84be43e3d6b7f321c66f65c16afb,2024,6,13,7c7f165fe108b167bacec720394e7ce3,troop nola
black,,louisiana-state-pd,bc043bfb7db817f62f960a33c04404d8,132a87e0199b996972e42ea3a8990e85,2024,6,14,c9d91f6e42fd2d1060f77076fe58eac6,troop a
black,pursuit only,louisiana-state-pd,4453aff65b251306f8ac89bc53f5fe9b,92c857df37e87d4fd1e8e1252ddcdafa,2024,6,15,d4fed89e7cbedaa14539aeb7a62b5a08,troop f
black,pursuit only,louisiana-state-pd,392628aaa600d9b5e9acaeb28ca73437,02ebd46bd20a4c0b4cee882a1a293bba,2024,6,15,e3f331b89985c7da354c4f8c87471d1e,troop f
white,"other use of hands, fists, feet, etc.",louisiana-state-pd,e625b11a322d31e714a9c20374f3959b,2cc76c448dc5850463b564a43a5fc024,2024,7,4,50c127d77d1898bab2064f8936d5d721,troop nola
black,pursuit only,louisiana-state-pd,4450e64e0eff15ef99c13906f0671467,3983082aa918c8c08177eaaf1b18fe2d,2024,6,19,f3cc9adaa27f7cb64e9099cd499b9584,troop e
black,pursuit only,louisiana-state-pd,0074952fd4927ebc65b4afc6f106e14a,340b77d140a56c84f83cbacb3571871b,2024,6,18,138615b8024f19d6e7e38be1c52b4165,troop a
black,,louisiana-state-pd,79f8fcb36d647d034816f8bfe826a75a,ef7cdc91958d2711cb2a8bf2fcc68724,2024,6,21,38c5d2a8d61bbbfff2e4ca373ee1e725,troop e
black,,louisiana-state-pd,5971e8cb16bc091f57fa972147c1415a,ef7cdc91958d2711cb2a8bf2fcc68724,2024,6,21,ec19f5582f99e6371c699d613baea857,troop e
black,pursuit only,louisiana-state-pd,0b741f710cd78c3847a2a9252b5f7e22,e3ce9f643e182b27f1feca50d080c8a5,2024,6,22,a641e1f9e4f91dd77055c3c4d8f3cfbd,troop e
black,pursuit only,louisiana-state-pd,be6d16d694288a6d88b8c9c5b505e939,e3ce9f643e182b27f1feca50d080c8a5,2024,6,22,67742de75d5f4246978b2ca3b8b7b452,troop e
black,,louisiana-state-pd,6775388ac6757ea514e377ecf06c5fde,21ee240029f9a129b27ad8de994250c7,2024,6,22,055e489aa6aa73c3c03e83c1a6692ca8,troop e
,pursuit only,louisiana-state-pd,c9b4673f2555dde17e4029a8b92f98f7,4ab7fb8a725e7a6599c65c0ca36a8917,2024,6,25,2949b300471e01fb899e7078d562640e,troop c
white,pursuit only,louisiana-state-pd,ff8e40950cd8f15133c235821b88237f,a7fec09bc85e2c8e01a2b95bffff7b33,2024,6,26,46ed2210cd1c8e0cfa28eed05f63a4bf,troop i
white,pursuit only,louisiana-state-pd,797ee7d5c260da6abe62de106fb7aaf7,56b6f7df70d14e151eea0dab1baa1d00,2024,6,26,2c80b3403501d7272d769a51223c384e,troop c
white,pursuit only,louisiana-state-pd,e21131bf78ec52a71cc2d0b23f7fddc3,1143574e47d03cbc5d7e0bed7b29ab34,2024,6,26,321df37d0411371af45ef442922e1e60,troop g
black,pursuit only,louisiana-state-pd,a0eefb6304fb54646f2a3e6c3e24d093,3c16a4f330a60500ab7a46e70322d72d,2024,6,26,710e6815461cf7df2ac5f4de206afd43,troop i
black,pursuit only,louisiana-state-pd,baa166bdb320244b7f27dffde08999a0,cce0cc8b96c0e0fb2339b00b5ba1cba9,2024,6,26,e91272e54083192762fe94adca9a0ad8,troop f
black,,louisiana-state-pd,ba2b11dc30a9c5bbc24364b1ab8e00b8,7de0500d9320032363e96734b2ff2f1b,2024,6,27,a70eb4a10824ff7b56735ff2b56e4dfe,troop f
black,pursuit only,louisiana-state-pd,e57da8187af51e351be13ad4e0df04b0,b0f754ffd190780f2483e991a207a49a,2024,6,28,efa9fe665ef0d2fac42589ea5657e994,troop d
black,pursuit only,louisiana-state-pd,e861bcd10ca7ce52d27cfb47bf3a7a3a,277e4db0fbd32182626f8fbf942b9e09,2024,6,29,614ea27c715e7e953f0b01c3c6412915,troop e
black,pursuit only,louisiana-state-pd,b5671992555414bfb0c441972315e7a4,277e4db0fbd32182626f8fbf942b9e09,2024,6,29,15484bd0b309a2bf521c715948c069a3,troop e
black,pursuit only,louisiana-state-pd,4b30e6e212f73a7c3542f6e5a94273f9,b8007fa1d09211d5eb69c9173e1dc5f9,2024,7,1,965bda313223446496b0fe6b888a6d94,troop a
black,pursuit only,louisiana-state-pd,0e78d27ff861a536b54d12c9b5cb88ea,193e89bcf3ff26f7486a9c79eddc83c5,2024,7,2,edceb6c25c3b9b7333f2504438201abf,troop a
black,,louisiana-state-pd,026c0e07d7651f9fe131899d4d827651,02e04d68e431ebd9a5a9cc83338fa492,2024,7,2,99da5d986ceea0f6670f3fef7024a170,troop nola
black,,louisiana-state-pd,f29db28aaa61bd5af8a5ba863fe0dd48,02e04d68e431ebd9a5a9cc83338fa492,2024,7,2,fa0b932d4282c8002bb019c9de92af09,troop nola
black,,louisiana-state-pd,c880b46da703cbd4ed98e4d0e4b53d76,02e04d68e431ebd9a5a9cc83338fa492,2024,7,2,191d8f8316632fd561ba3170d0a046f9,troop nola
black,,louisiana-state-pd,3fb3e03bab3a9347b10ebf12c2f11e7f,02e04d68e431ebd9a5a9cc83338fa492,2024,7,2,f40a1d5dd2065755490c079fd7ea5950,troop nola
black,,louisiana-state-pd,8f3cbeb6691b914c3fe632b24df38744,02e04d68e431ebd9a5a9cc83338fa492,2024,7,2,42342b111902230e3d281458dd534eb4,troop nola
black,pursuit only,louisiana-state-pd,194aa9b0577d32bf8a01b1c653b84110,a92db829bff0c1fd7b3e2747a2770420,2024,7,3,f9ae551b92bb909467d23619f1611b10,troop e
black,pursuit only,louisiana-state-pd,16096ff571d72e7ead66bdc2ccf220db,6599c5aafc393d8149ea3b8c53da7731,2024,7,3,bbbfa88cf415f62cd3d4422261d0e1a6,troop d
black,pursuit only,louisiana-state-pd,4715c2e1d38b4ed42ed6439c1a24503b,7240493fbc33e920763dcb2f1694643a,2024,7,4,7096f752cce50811686c7b7f379489d0,troop f
,,louisiana-state-pd,4d67954e7ae8bc6fd8b2932b06579405,be582a0e8a904483f6a1c52fdf512696,2024,7,6,9a1eebf303d6a38ff860d54f29c649eb,troop g
hispanic,,louisiana-state-pd,5c3ecb871238075322814c430456f944,1bd4d6a229de3940394eb5fc56361b21,2024,7,6,e6b831f22df9c162eedf202488908eec,troop b
black,pursuit only,louisiana-state-pd,70bdaa164cf783ade53c10ef9f2a167c,80bc587c94d6d08e4ab27d390ee87655,2024,7,6,52eb1caf5804b0ac3723711d6145df70,troop d
black,pursuit only,louisiana-state-pd,6568513e3280a34e7b342b298bce7a33,74e4f64089a8aa18b4ae762b70ba0cdf,2024,7,7,b231e4c1d5abe67e871e685e447becbb,troop l
white,pursuit only,louisiana-state-pd,e314a32c970a0d134d0fbdcf4f226a12,eda33250d92c3f5e369318ffd49b12f5,2024,7,7,76530b6059ccf9bf6f0563c478c3c1b8,troop c
black,pursuit only,louisiana-state-pd,e080dab2b8d65dd48e9804d3ffc44d2c,f21d48f800668499283c1b45653eda36,2024,7,7,fb48464b607ea7b04894d61f2d39d738,troop b
black,pursuit only,louisiana-state-pd,30922fde1a024cd527d21eaba6684f77,28f063b57062c52f5ea0ecd9ef80a0d9,2024,7,7,871a8b4fc12b4fa86f426497704d9b0d,troop nola
black,pursuit only,louisiana-state-pd,aac119704eeb6e60c65c469993e4cb7f,535a16c1590beecec90d318d593fdfc0,2024,7,8,eebc10e68065b7c6d31016e3eb3b4024,troop nola
white,pursuit only,louisiana-state-pd,8e27b21eb826e99f7f48372f90bbf853,07df99b3dbe077df6d0271ec843582de,2024,7,8,c74ea72dead6852d9b35cf3ebbc06ed5,troop c
black,pursuit only,louisiana-state-pd,119ec8116c6731ebb4ff9e4c26115ae2,a175d8f3591fd35242e9862efdec1ce1,2024,7,9,6b1852adfa3bf047ba8572e3f81325a0,troop nola
black,pursuit only,louisiana-state-pd,4031b37cf77e12d181651935a173002f,a175d8f3591fd35242e9862efdec1ce1,2024,7,9,fafddd96c6bef252502ef783dd0a317d,troop nola
black,pursuit only,louisiana-state-pd,cb22aac7200257f4e72e246a2428d6eb,8239c0a66f2c8741a028d524ff4fcfaa,2024,7,11,29b0050fb6ece29483e8ed393e2ba12a,troop c
black,,louisiana-state-pd,2c04242e56b4e9a16eb394ad26178b59,05ee65dee0f1bd51200a54a51152e8a7,2024,7,11,c337a2003703d0002a2424f1d2847d1b,troop b
hispanic,pursuit only,louisiana-state-pd,94cf96d895cb227a44c637f589206210,d118be921805260ae38c0802917036ac,2024,7,11,fcf62c2c43633f5d1d76b9b7c086c778,troop b
black,,louisiana-state-pd,e66ff3118c9d4c4eea506377d2d97684,6a4b5639475f95f32f2da9c7c27b8466,2024,7,13,7d06e8df3502bbe114c3ff2bb2673df5,troop e
black,pursuit only,louisiana-state-pd,74b7ca067b72075620431bddaa2f37f7,8e2ae1a0e418e6df946494d8f7012a53,2024,7,13,d87aecc755239ce4f3fdc8bd1c6c8ad5,troop c
black,pursuit only,louisiana-state-pd,6c790b1be8e0f2aa15a91d7111eb478f,3fab441c6b71ed15eb0dd4972f372994,2024,7,13,33417c36769096d2f48721665b4d9864,troop l
black,,louisiana-state-pd,70c74029395c19c11163121a9a2c1291,4796bfe15cf3f95dfe337b97dfb49c86,2024,7,13,e835ab38c1553e40036c8a53db18684c,troop g
black,pursuit only,louisiana-state-pd,580c29f99daa65d49908162c4eb69d1d,6969364aa4a3bf34125a1a381b0ece70,2024,7,14,222316f823acefe7b0a72d118a61712f,troop nola
black,pursuit only,louisiana-state-pd,0debdc4963b8ddca4050c082c29c19f5,6969364aa4a3bf34125a1a381b0ece70,2024,7,14,5c5c170bea69e35113d7a9b904f1b647,troop nola
black,,louisiana-state-pd,36bb565803026baa325400a1617e5b4a,9b3b4d3104fd1427887b43c2a2202f60,2024,7,17,5f78a362e3d7039107946a49caaa09e5,troop i
white,pursuit only,louisiana-state-pd,9989ca6a5d212422d9308d20778c022d,7985246edf9da1af41e8d7d32481bc40,2024,7,18,17ade183c5ad29ec5d1c3464772bd584,troop i
,pursuit only,louisiana-state-pd,cd399e7606fd106a7a9c6058e111ebe0,94f285a915fed941a2dfd1770f9d4a6f,2024,7,20,636a098bda34338cfe417b41e9b9d457,troop l
white,pursuit only,louisiana-state-pd,6cf0218d54c620d5fcada02ce7c54ac3,b976c7b23f6c2d6627b7af1ca2c76e49,2024,7,20,cefc9707413e3a8d5617422b6da0f426,troop g
white,,louisiana-state-pd,c508b67b361040f86fe47fa031badcab,239f114c1a430510bc212ed78440c348,2024,7,22,9f786bf87aca60a2a0321be658b5f4cb,troop l
black,"pursuit only, vehicle contact",louisiana-state-pd,8b048edf6082eb9bf27193db7ace8f62,befc06d09741c7e92804c66049963638,2024,7,24,0f4d5573831bee388e65cbdd7908f6fd,troop a
black,pursuit only,louisiana-state-pd,e4bd1da075fbdd55ccfbc7454aa6542a,53702b253449713b7c2f077d9bae26a6,2024,7,24,9d5b76945f1d9e9596ce28ce6e905916,troop nola
black,pursuit only,louisiana-state-pd,bddcdb7c2a7613cd6f509046b4b1790d,53702b253449713b7c2f077d9bae26a6,2024,7,24,4c97478df2c8810dbeef8c3e8d8b0a6c,troop nola
black,,louisiana-state-pd,034d00b7512cd33e1b0ed853f0be0ca8,f1bd7e5558fa2aafdc36f91fb2b03dd1,2024,7,25,91f7952a6fbc74e973bffcc026c0463b,troop g
black,pursuit only,louisiana-state-pd,362f9fcb30ce9249c2e51271ef36aa1e,beb6af71abb33764b574b94a483dca81,2024,7,25,4de3f593a6f56a52f7f061a96dca1eb2,troop i
black,pursuit only,louisiana-state-pd,0712cd2452e653ebcd0fc6212651b2f5,241581b48866a50bf340594e4eb19b0c,2024,7,21,56f5bb17d9063be74385133fc815c84a,troop a
,"other use of hands, fists, feet, etc.",louisiana-state-pd,5b626e728ea43c29fcca46ed0cb9a3a2,dadc6369b017ae3cc463df06d84cabab,2024,7,28,16e4b71148a1ce3f3500ec3d4cb8134e,troop a
black,vehicle contact,louisiana-state-pd,c3952f4123c0db36d6d7b0170c9f22e5,4489a9bf991109c161a93ce5f21b0b94,2024,7,28,a3d37cf4c3f9d8580ab462ea1d4116b6,troop c
white,pursuit only,louisiana-state-pd,8056fdd85cc1a5153cc759d1c9855133,7439346293be2118237ed68b6df79a5e,2024,7,29,121354b3086509248161c2b9e8e25f7d,troop d
asian / pacific islander,pursuit only,louisiana-state-pd,c12a9a619971ef89d8416af5f2ff04fb,3c7d4547a9ef435d45e1416ec7c9bfd2,2024,7,29,70cc4bcc042c325ee45167c987d1e362,troop e
black,,louisiana-state-pd,40588133ac7176406d428f50a87e91a1,3edd89bdbbfd9e1d7c2f11cb93764774,2024,7,30,a5eddaa7c6f0e3c795b2de76ccaa4e20,troop nola
black,pursuit only,louisiana-state-pd,f32e90eb97f83c0b4e4d07028ec280a3,b20274f08d36d74e7f079b8892e4b6c1,2024,7,30,7dcd11c19d103f318d48ca34013bb8cc,troop d
black,pursuit only,louisiana-state-pd,00afd89a3d0a1cd18ae9dd6c64601a31,982dc5a15cfae25f320abab96665c6d5,2024,7,30,3b4a27e43c82fa429811e681d9fc1e8e,troop e
white,,louisiana-state-pd,be22e6c469f3149877a177e5af94e59e,34bffcf627560c4a338b0f0cbc580a5e,2024,7,30,53529942a3e187abdcd04cd415ef7466,troop i
black,pursuit only,louisiana-state-pd,2b4fdd56f0c2cae696d9cda917c58d23,c5e19aa099d00cf179231f02e89960bc,2024,7,31,9bb94fbdeb85b1d62cad131210ff7c25,troop l
black,pursuit only,louisiana-state-pd,82b12bb21f495c1da0947d2ccb2f7d37,6cd3fd6f37543e0e31cbccec85aeb3bd,2024,7,31,7bbf967473bacb33829926707b40ec70,troop l
black,,louisiana-state-pd,61133a1b52508ee9b6ccdae8fdd11398,50206fe2097ed7c0cdbf353e5835bdcd,2024,8,2,10425e090cd2fea5d863346b30b1138d,troop e
black,,louisiana-state-pd,bcce7d158dd42b8417181c64837d7e96,50206fe2097ed7c0cdbf353e5835bdcd,2024,8,2,0185910127b65d0b96b9f9642c7f6e1c,troop e
white,,louisiana-state-pd,61133a1b52508ee9b6ccdae8fdd11398,50206fe2097ed7c0cdbf353e5835bdcd,2024,8,2,cdbd3dff0365c63296e994545dee5a42,troop e
white,,louisiana-state-pd,bcce7d158dd42b8417181c64837d7e96,50206fe2097ed7c0cdbf353e5835bdcd,2024,8,2,29b0a587fb8577218bdb8770fab92083,troop e
black,,louisiana-state-pd,de7875df0c5eb7b11aa3eda3743ea404,19452b5839efce18bcf34a1ef5794a33,2024,8,3,3d6a73af7e17e6de33207da09aa17444,troop i
black,,louisiana-state-pd,ddb8fee5faf49e2f2bf3bb1c715a000d,19452b5839efce18bcf34a1ef5794a33,2024,8,3,c8c58c7e216b25bda80e61af06d42a09,troop i
white,pursuit only,louisiana-state-pd,effe8c9d4f97e611615ec2267390577b,2284079990a3d97cf536810a88df6774,2024,8,3,9e41575b73900ffffc88ccabb914ec58,troop d
black,,louisiana-state-pd,6d8ae02b9a8ea4f76b15265e3d5b660a,3fcf155827701c2843a0d40f7f8202b0,2024,8,4,24f19b327d598285521c850b18f2666a,troop f
white,pursuit only,louisiana-state-pd,37a987ea867d0f8d33fab1e0b78037f2,e3035e02f8c8cee3aa802a228d5ab3ec,2024,8,5,f86ee899200ad9f9d4adc9f3e4d37fdd,troop c
hispanic,pursuit only,louisiana-state-pd,f7d888da72fe2dad7292f780966450e4,850a8570df4c769c7709f1053f4ee26c,2024,8,6,3be31e4eb10fd4c5aaeac4b5ff0c5b20,troop i
black,pursuit only,louisiana-state-pd,58aeae14d67ef7ba7966fcd678af456e,fe81b9d74659cc00503006416d07d9f7,2024,8,6,3a8845b8c5e406ebef8bafda83e9a0b7,troop g
black,pursuit only,louisiana-state-pd,fb59d72aa1b68334bea075d8fdaee678,47e51b23d6975ed581043cd2e6694f35,2024,8,7,a264f1c2acbbc1b15aadc36cd5d5759c,troop e
black,pursuit only,louisiana-state-pd,f150e2c2d122c6bb83474698269a2dec,2af6c192c3d8991540328a6a5ebb8390,2024,8,8,5aca697a8f2df1f2a934da83a8bfc3ee,troop a
black,,louisiana-state-pd,35b6aeccd832cf9637c5e1d465717ba5,8460257d3dc3057a0980a720c9a09642,2024,8,9,bfd5aafaf5c62329b7c7c70eeedf8b89,troop e
white,"other use of hands, fists, feet, etc.",louisiana-state-pd,ffbee78599fcc6cacc94bccab80ae567,3bae68a058d22e070cccee3edd92193b,2024,8,9,c0d54882ea614be79af9cead1eb4260c,troop g
white,"other use of hands, fists, feet, etc.",louisiana-state-pd,26bf413c10ce4f821ce8d60809f01444,3bae68a058d22e070cccee3edd92193b,2024,8,9,0ea864d18d1ed093b46d6a235b8fc144,troop g
black,pursuit only,louisiana-state-pd,d9e83b09585ff90febc0352f66106c3d,9beeb23fa87f91c5fe1d8183b11f87c6,2024,8,9,2aa79be6fc25341ff627f32d76fc1268,troop g
hispanic,,louisiana-state-pd,7345956a6f32c869897d2bb93b676a85,f030f08d4b28240381c98e3c2f26b400,2024,8,9,6c01351ca1d9d36b822e18b25c166718,troop d
white,pursuit only,louisiana-state-pd,0af2f5735203efcdeb30d728cee2026f,d10d69b33d84e1c4de0ba84892bc8ed1,2024,8,10,9a848597d337c462705b8aeddb2dd9d5,troop d
black,pursuit only,louisiana-state-pd,dbba9a00e15dbffdd7723eb201e9838f,1aec7b02f2fbe54592a6a6ed505216ae,2024,8,10,8211ee40f42f93aa12e1bef117512063,troop d
black,pursuit only,louisiana-state-pd,90869d97f982beee045cf5a45a8ee22f,d723a1b43a700437f49e539bc759d6ba,2024,8,10,141f3e599baacf3fc496a9fb6652e6a0,troop nola
black,pursuit only,louisiana-state-pd,fa9dd23922ad8503650197b0ced1b21e,d723a1b43a700437f49e539bc759d6ba,2024,8,10,075ca62f43d923af1254a6279b8ba9f8,troop nola
white,pursuit only,louisiana-state-pd,9ff4a04d7b241a0a2c8cf843b5ae5781,0d10d2e6f3634ffe5f4b4f51acf51609,2024,8,13,e1b9d7c97f67ea334a24bc0358e54fb6,troop b
black,,louisiana-state-pd,8badbfe504f6c23330feebf6da499db7,671d69082dbe2aad535cfcb3a1e253d5,2024,8,16,46e0285e3c8150de123d2c5b7650ffe0,troop g
black,pursuit only,louisiana-state-pd,34a36758c3f29b25944f17cb6704b817,1581fc985aac06a5769af9c321208f9f,2024,8,16,b64413d36df4cd7bcf1f9486e133b4fa,troop e
black,pursuit only,louisiana-state-pd,e9e30b63af779af878e17fcca82b2923,1581fc985aac06a5769af9c321208f9f,2024,8,16,fc701d7a0a489d22ce96cd71269abd02,troop e
black,pursuit only,louisiana-state-pd,acd011001a3b7d9f9dfdccc3c299b34e,311e9e0be7740210de0e75f0153b3d88,2024,8,17,b44941abd37ce62093c56fe64be29579,troop c
black,"other use of hands, fists, feet, etc.",louisiana-state-pd,c0c366bbc10d2f0c1b12be6d44ee168c,9aba6ef5b803e90659c4d4b99b9151ba,2024,8,17,e94b940781e3129508f969d8f14c4bfd,troop i
white,pursuit only,louisiana-state-pd,e24e16a6639c342ab9e493d7c8f5ebc3,5a806a5759c7bdf541cef92d937cfe26,2024,8,17,59ccf4f75887b3661a61e8840f2f2bed,troop a
black,pursuit only,louisiana-state-pd,559088816612f057aa9d629748641963,dac21fc19f2fea99248a4d927ab7add7,2024,8,18,9bb511bfbdd848cb3064f1d21f386974,troop g
black,pursuit only,louisiana-state-pd,ea52674941fbbcf9db97d9520a09deb6,dac21fc19f2fea99248a4d927ab7add7,2024,8,18,a2b8013c316322aa5696d5a430199a2a,troop g
black,pursuit only,louisiana-state-pd,33ddc7e60f8f1b56bc1621a8e13825ba,50d1fe3fe2169ef68ab07ce5ee6a56e0,2024,8,19,25c1bd4b3e54e774c7910c04aa696188,troop e
,pursuit only,louisiana-state-pd,1ff7aa044314072eef9dfe20de3911e8,42ace9e2181de596a25bdfb27b1808ce,2024,8,18,fa99ade3aa14c3e91bc9f04404a0a16e,troop a
black,"other use of hands, fists, feet, etc.",louisiana-state-pd,b79d647621119d5f51af320161ef6bbb,af69ac193fbaee2d154ca74abd0cb8bc,2024,8,24,a386459f3db40d7b652635ddd80d9d76,troop a
black,pursuit only,louisiana-state-pd,35d7a74c1b42c176fc86f18c6842ff82,de1b96672cd2c17dfa2d7b938fbf1ed7,2024,8,24,30423db8c9b5d2423dd32022096881cf,troop nola
black,electronic control device,louisiana-state-pd,c3962fe95e728e55fd8962d019c0df7e,4fdfef55f643939bcf91378d1c8f34c7,2024,8,24,6fd7015e9c9f290729fc46406eae2e17,troop nola
black,pursuit only,louisiana-state-pd,8bd1b04a1a02fba1e3a04bcb17295bce,b26a80adc4a4a9bbbbf29c52e81835b9,2024,8,25,24bafa398057df8fdffd3f6b914357b1,troop nola
